V1,V2,V3,V4
-0.8,0.8,0.1950301,2901.27436355075
-0.771749946137996,0.867618621473612,0.381679474154419,2266.76497230796
-0.749761553413352,0.91325387248493,0.486344388165249,2052.05928160807
-0.731375417482132,0.946276043776692,0.544038054656083,1975.21673261772
-0.715067674092367,0.972054319243064,0.574822905885907,1943.66906525059
-0.699965119496271,0.993665262739328,0.590194630375755,1927.02366282421
-0.685567376177374,1.01287177492438,0.596740203103183,1915.30172182648
-0.671587694803889,1.0306840320366,0.598233923743583,1905.22680282107
-0.657861734316161,1.04768090181003,0.596838439099029,1895.72302017403
-0.644295293242244,1.06419411364699,0.593792924661989,1886.43698560415
-0.63083435992813,1.08041378746972,0.589807410194276,1877.25252543073
-0.617447951426389,1.09644890137591,0.585288726875881,1868.13135015483
-0.604118280240431,1.11236193938956,0.580469974214479,1859.06074231061
-0.590835119903859,1.12818874449886,0.575484704122276,1850.03638108041
-0.577592576477358,1.1439498943762,0.570409428127108,1841.05670318455
-0.564387238627727,1.15965721962537,0.565287973852554,1832.12105141761
-0.551217117629574,1.1753175387142,0.560145441194014,1823.22906676326
-0.538081039989857,1.19093479807781,0.554996199157686,1814.38048880698
-0.52497829942372,1.20651129839042,0.549848468020677,1805.57509020327
-0.511908457437684,1.22204839721494,0.544706944892304,1796.81265515608
-0.498871229064323,1.23754691161888,0.539574308151274,1788.09297235013
-0.485866417388444,1.2530073488721,0.534452079482733,1779.41583262666
-0.472893876030619,1.26843003863603,0.529341117822338,1770.78102821701
-0.459953487650178,1.28381520870784,0.524241902384379,1762.18835248764
-0.447045151627307,1.29916302842179,0.519154694835792,1753.6375998531
-0.434168777004733,1.31447363351833,0.514079632221225,1745.12856574419
-0.421324278443131,1.32974714039423,0.509016780208679,1736.66104659416
-0.408511573903391,1.34498365426803,0.503966163599005,1728.23483983102
-0.395730583318371,1.3601832738591,0.498927783807651,1719.84974387167
-0.382981227831611,1.37534609406894,0.493901628881573,1711.50555811676
-0.370263429360925,1.39047220751776,0.488887679238802,1703.20208294585
-0.357577110348147,1.40556170542523,0.483885910957131,1694.93911971255
-0.344922193615535,1.42061467811528,0.478896297658433,1686.71647073977
-0.332298602283297,1.43563121530564,0.473918811588305,1678.53393931497
-0.319706259722141,1.45061140627399,0.468953424234614,1670.3913296855
-0.307145089525887,1.4655553399533,0.464000106681852,1662.28844705384
-0.294615015495583,1.48046310498681,0.459058829814104,1654.22509757303
-0.282115961630207,1.49533478975963,0.454129564431272,1646.20108834195
-0.269647852121147,1.51017048241717,0.449212281315596,1638.21622740075
-0.257210611348847,1.52497027087588,0.444306951269698,1630.27032372625
-0.244804163880688,1.53973424282964,0.4394135451383,1622.36318722737
-0.232428434469588,1.55446248575364,0.434532033820605,1614.49462874057
-0.220083348053001,1.56915508690681,0.429662388277306,1606.66446002533
-0.207768829752158,1.58381213333347,0.424804579534534,1598.87249375966
-0.195484804871442,1.59843371186449,0.419958578686047,1591.11854353558
-0.183231198897832,1.61301990911812,0.415124356894408,1583.40242385473
-0.171007937500405,1.62757081150077,0.410301885391587,1575.72395012384
-0.158814946529853,1.64208650520762,0.405491135479234,1568.08293865039
-0.146652152018026,1.65656707622322,0.400692078528761,1560.47920663819
-0.134519480177469,1.67101261032202,0.395904685981319,1552.91257218298
-0.122416857400983,1.68542319306893,0.391128929347707,1545.38285426812
-0.110344210261179,1.6997989098198,0.386364780208252,1537.88987276023
-0.0983014655100329,1.71413984572201,0.381612210212666,1530.43344840489
-0.0862885500784508,1.72844608571493,0.376871191079891,1523.01340282235
-0.0743053910758285,1.74271771453043,0.372141694597942,1515.62955850326
-0.0623519157896163,1.75695481669342,0.367423692623737,1508.28173880445
-0.0504280516848835,1.77115747652233,0.36271715708294,1500.96976794463
-0.0385337264038841,1.78532577812963,0.358022059969789,1493.69347100029
-0.0266688677656244,1.79945980542233,0.353338373346929,1486.4526739014
-0.0148334037654312,1.81355964210245,0.348666069345251,1479.24720342736
-0.00302726257452045,1.82762537166759,0.34400512016372,1472.07688720276
0.00874962746043166,1.84165707741137,0.33935549806921,1464.94155369331
0.0204973378177178,1.85565484242394,0.334717175396341,1457.84103220171
0.0322159398010268,1.86961874959249,0.330090124547312,1450.77515286358
0.0439055045398703,1.88354888160176,0.325474317991734,1443.74374664341
0.0555661029900082,1.89744532093449,0.320869728266467,1436.74664533046
0.0671978059338731,1.91130814987194,0.316276327975458,1429.78368153482
0.0788006839809935,1.92513745049439,0.311694089789573,1422.8546886833
